mean_rssi,num_active_bs,Latitude,Longitude,hour
-65.5,10,0.75,3.26,12
-65.8,10,0.75,3.26,12
-65.6,10,0.75,3.26,12
-65.6,10,0.75,3.26,12
-66.0,10,0.75,3.26,12
-65.5,10,0.75,3.26,12
-65.5,10,0.75,3.26,12
-66.5,10,0.75,3.26,12
-66.0,10,0.75,3.26,12
-65.9,10,0.75,3.26,12
-66.2,10,0.75,3.26,12
-65.2,10,0.75,3.26,12
-65.3,10,0.75,3.26,12
-65.7,10,0.75,3.26,12
-65.6,10,0.75,3.26,12
-66.0,10,0.75,3.26,12
-66.5,10,0.75,3.26,12
-67.7,10,0.75,3.26,12
-67.7,10,0.75,3.26,12
-67.2,10,0.75,3.26,12
-67.1,10,0.75,3.26,12
-66.5,10,0.75,3.26,12
-66.9,10,0.75,3.26,12
-67.1,10,0.75,3.26,12
-66.7,10,0.75,3.26,12
-66.4,10,0.75,3.26,12
-66.4,10,0.75,3.26,12
-67.4,10,0.75,3.26,12
-67.3,10,0.75,3.26,12
-66.1,10,0.75,3.26,12
-66.9,10,0.75,3.26,12
-66.9,10,0.75,3.26,12
-67.4,10,0.75,3.26,12
-67.2,10,0.75,3.26,12
-68.0,10,0.75,3.26,12
-66.5,10,0.75,3.26,12
-65.8,10,0.75,3.26,12
-65.9,10,0.75,3.26,12
-66.0,10,0.75,3.26,12
-65.1,10,0.75,3.26,12
-65.1,10,0.75,3.26,12
-66.2,10,0.75,3.26,12
-66.7,10,0.75,3.26,12
-65.7,10,0.75,3.26,12
-65.7,10,0.75,3.26,12
-65.5,10,0.75,3.26,12
-65.9,10,0.75,3.26,12
-65.8,10,0.75,3.26,12
-65.3,10,0.75,3.26,12
-65.2,10,0.75,3.26,12
-65.0,10,0.75,3.26,12
-66.6,10,0.75,3.26,12
-66.5,10,0.75,3.26,12
-66.3,10,0.75,3.26,12
-66.4,10,0.75,3.26,12
-66.0,10,0.75,3.26,12
-67.5,10,0.75,3.26,12
-67.3,10,0.75,3.26,12
-66.5,10,0.75,3.26,12
-65.3,10,0.75,3.26,12
-65.5,10,0.75,3.26,12
-65.4,10,0.75,3.26,12
-65.1,10,0.75,3.26,12
-65.5,10,0.75,3.26,12
-65.5,10,0.75,3.26,12
-65.4,10,0.75,3.26,12
-65.7,10,0.75,3.26,12
-65.2,10,0.75,3.26,12
-65.7,10,0.75,3.26,12
-65.7,10,0.75,3.26,12
-63.8,10,4.17,1.5,15
-63.5,10,4.17,1.5,15
-63.3,10,4.17,1.5,15
-63.1,10,4.17,1.5,15
-62.8,10,4.17,1.5,15
-63.7,10,4.17,1.5,15
-64.0,10,4.17,1.5,15
-64.1,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-64.5,10,4.17,1.5,15
-63.3,10,4.17,1.5,15
-63.6,10,4.17,1.5,15
-63.1,10,4.17,1.5,15
-63.1,10,4.17,1.5,15
-62.6,10,4.17,1.5,15
-62.8,10,4.17,1.5,15
-62.6,10,4.17,1.5,15
-62.2,10,4.17,1.5,15
-62.7,10,4.17,1.5,15
-62.4,10,4.17,1.5,15
-63.5,10,4.17,1.5,15
-64.1,10,4.17,1.5,15
-64.0,10,4.17,1.5,15
-63.9,10,4.17,1.5,15
-63.2,10,4.17,1.5,15
-63.0,10,4.17,1.5,15
-62.7,10,4.17,1.5,15
-62.3,10,4.17,1.5,15
-64.3,10,4.17,1.5,15
-63.4,10,4.17,1.5,15
-62.8,10,4.17,1.5,15
-62.8,10,4.17,1.5,15
-62.9,10,4.17,1.5,15
-63.1,10,4.17,1.5,15
-62.9,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-63.8,10,4.17,1.5,15
-63.8,10,4.17,1.5,15
-63.8,10,4.17,1.5,15
-63.6,10,4.17,1.5,15
-63.7,10,4.17,1.5,15
-64.6,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-63.2,10,4.17,1.5,15
-62.7,10,4.17,1.5,15
-62.9,10,4.17,1.5,15
-62.9,10,4.17,1.5,15
-62.5,10,4.17,1.5,15
-62.2,10,4.17,1.5,15
-62.8,10,4.17,1.5,15
-63.4,10,4.17,1.5,15
-64.3,10,4.17,1.5,15
-63.0,10,4.17,1.5,15
-62.9,10,4.17,1.5,15
-63.3,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-63.0,10,4.17,1.5,15
-63.2,10,4.17,1.5,15
-63.3,10,4.17,1.5,15
-64.1,10,4.17,1.5,15
-63.5,10,4.17,1.5,15
-63.6,10,4.17,1.5,15
-64.0,10,4.17,1.5,15
-62.7,10,4.17,1.5,15
-63.3,10,4.17,1.5,15
-62.7,10,4.17,1.5,15
-62.9,10,4.17,1.5,15
-63.4,10,4.17,1.5,15
-64.5,10,4.17,1.5,15
-62.5,10,4.17,1.5,15
-63.2,10,4.17,1.5,15
-62.7,10,4.17,1.5,15
-62.7,10,4.17,1.5,15
-63.9,10,4.17,1.5,15
-64.9,10,4.17,1.5,15
-64.1,10,4.17,1.5,15
-63.9,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-63.2,10,4.17,1.5,15
-63.3,10,4.17,1.5,15
-63.4,10,4.17,1.5,15
-64.7,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-64.4,10,4.17,1.5,15
-64.3,10,4.17,1.5,15
-64.3,10,4.17,1.5,15
-63.7,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-64.2,10,4.17,1.5,15
-64.1,10,4.17,1.5,15
-63.7,10,4.17,1.5,15
-65.1,10,4.17,1.5,15
-64.5,10,4.17,1.5,15
-64.1,10,4.17,1.5,15
-64.1,10,4.17,1.5,15
-64.0,10,4.17,1.5,15
-63.6,10,4.17,1.5,15
-63.7,10,4.17,1.5,15
-64.4,10,4.17,1.5,15
-64.6,10,4.17,1.5,15
